"file","type","smells","itCount","describeCount"
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":1297,""endLine"":1299}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":1418,""endLine"":1428}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":1445,""endLine"":1450}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":1452,""endLine"":1454}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":1577,""endLine"":1587}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":1604,""endLine"":1609}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":1611,""endLine"":1613}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":1733,""endLine"":1743}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":1760,""endLine"":1765}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":1767,""endLine"":1769}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":1889,""endLine"":1899}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":1916,""endLine"":1921}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":1923,""endLine"":1925}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":2047,""endLine"":2057}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":2074,""endLine"":2079}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":2081,""endLine"":2083}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":2203,""endLine"":2213}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":2230,""endLine"":2235}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":2237,""endLine"":2239}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":2359,""endLine"":2369}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":2386,""endLine"":2391}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":2393,""endLine"":2395}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":2515,""endLine"":2525}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":2542,""endLine"":2547}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","AnonymousTest","[{""startLine"":2549,""endLine"":2551}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","GeneralFixture","[{""startLine"":27,""endLine"":27}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","GeneralFixture","[{""startLine"":938,""endLine"":938}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","GeneralFixture","[{""startLine"":34,""endLine"":34}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":180,""endLine"":182}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":184,""endLine"":186}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":188,""endLine"":190}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":192,""endLine"":214}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":268,""endLine"":270}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":272,""endLine"":274}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":276,""endLine"":278}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":280,""endLine"":293}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":355,""endLine"":357}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":359,""endLine"":361}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":363,""endLine"":365}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":371,""endLine"":385}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":446,""endLine"":448}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":450,""endLine"":452}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":454,""endLine"":456}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":458,""endLine"":460}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":462,""endLine"":476}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":537,""endLine"":539}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":541,""endLine"":543}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":545,""endLine"":547}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":549,""endLine"":551}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":553,""endLine"":567}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":630,""endLine"":632}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":634,""endLine"":636}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":638,""endLine"":640}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":642,""endLine"":644}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":646,""endLine"":660}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":721,""endLine"":723}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":725,""endLine"":727}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":729,""endLine"":731}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":733,""endLine"":735}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":737,""endLine"":751}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":812,""endLine"":814}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":816,""endLine"":818}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":820,""endLine"":822}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":824,""endLine"":826}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":828,""endLine"":842}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":904,""endLine"":906}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":908,""endLine"":910}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":912,""endLine"":914}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":916,""endLine"":918}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":920,""endLine"":933}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":996,""endLine"":998}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1000,""endLine"":1002}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1004,""endLine"":1006}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1008,""endLine"":1010}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1012,""endLine"":1025}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1146,""endLine"":1182}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1263,""endLine"":1273}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1275,""endLine"":1288}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1290,""endLine"":1295}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1297,""endLine"":1299}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1301,""endLine"":1337}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1418,""endLine"":1428}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1430,""endLine"":1443}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1445,""endLine"":1450}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1452,""endLine"":1454}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1456,""endLine"":1492}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1577,""endLine"":1587}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1589,""endLine"":1602}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1604,""endLine"":1609}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1611,""endLine"":1613}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1615,""endLine"":1651}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1733,""endLine"":1743}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1745,""endLine"":1758}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1760,""endLine"":1765}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1767,""endLine"":1769}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1771,""endLine"":1807}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1889,""endLine"":1899}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1901,""endLine"":1914}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1916,""endLine"":1921}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1923,""endLine"":1925}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":1927,""endLine"":1963}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2047,""endLine"":2057}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2059,""endLine"":2072}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2074,""endLine"":2079}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2081,""endLine"":2083}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2085,""endLine"":2121}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2203,""endLine"":2213}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2215,""endLine"":2228}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2230,""endLine"":2235}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2237,""endLine"":2239}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2241,""endLine"":2277}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2359,""endLine"":2369}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2371,""endLine"":2384}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2386,""endLine"":2391}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2393,""endLine"":2395}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2397,""endLine"":2433}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2515,""endLine"":2525}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2527,""endLine"":2540}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2542,""endLine"":2547}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2549,""endLine"":2551}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-sell-order.test.js","IdenticalTestDescription","[{""startLine"":2553,""endLine"":2589}]",102,30
"app/cronjob/trailingTrade/step/__tests__/place-manual-trade.test.js","AnonymousTest","[{""startLine"":748,""endLine"":752}]",7,4
"app/cronjob/trailingTrade/step/__tests__/place-manual-trade.test.js","AnonymousTest","[{""startLine"":754,""endLine"":763}]",7,4
"app/cronjob/trailingTrade/step/__tests__/place-manual-trade.test.js","AnonymousTest","[{""startLine"":833,""endLine"":837}]",7,4
"app/cronjob/trailingTrade/step/__tests__/place-manual-trade.test.js","GeneralFixture","[{""startLine"":29,""endLine"":29}]",7,4
"app/cronjob/trailingTrade/step/__tests__/place-manual-trade.test.js","GeneralFixture","[{""startLine"":35,""endLine"":37}]",7,4
"app/cronjob/trailingTrade/step/__tests__/place-manual-trade.test.js","GeneralFixture","[{""startLine"":41,""endLine"":41}]",7,4
"app/cronjob/trailingTrade/step/__tests__/place-manual-trade.test.js","GeneralFixture","[{""startLine"":787,""endLine"":824}]",7,4
"app/cronjob/trailingTrade/step/__tests__/place-manual-trade.test.js","IdenticalTestDescription","[{""startLine"":765,""endLine"":767}]",7,4
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","AnonymousTest","[{""startLine"":1848,""endLine"":1852}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","AnonymousTest","[{""startLine"":1862,""endLine"":1867}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","AnonymousTest","[{""startLine"":1869,""endLine"":1874}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","AnonymousTest","[{""startLine"":2376,""endLine"":2380}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","AnonymousTest","[{""startLine"":2390,""endLine"":2395}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","AnonymousTest","[{""startLine"":2397,""endLine"":2402}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","AnonymousTest","[{""startLine"":2500,""endLine"":2510}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","AnonymousTest","[{""startLine"":2527,""endLine"":2532}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","AnonymousTest","[{""startLine"":2534,""endLine"":2542}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","GeneralFixture","[{""startLine"":1124,""endLine"":1124}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","GeneralFixture","[{""startLine"":46,""endLine"":46}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","GeneralFixture","[{""startLine"":316,""endLine"":319}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","GeneralFixture","[{""startLine"":81,""endLine"":162}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":221,""endLine"":240}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":259,""endLine"":269}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":301,""endLine"":311}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":369,""endLine"":378}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":415,""endLine"":425}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":742,""endLine"":744}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":1075,""endLine"":1077}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":1109,""endLine"":1119}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":1144,""endLine"":1154}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":1256,""endLine"":1267}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":1876,""endLine"":1878}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":2376,""endLine"":2380}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":2382,""endLine"":2388}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":2390,""endLine"":2395}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":2397,""endLine"":2402}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":2500,""endLine"":2510}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":2512,""endLine"":2525}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":2527,""endLine"":2532}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":2534,""endLine"":2542}]",33,22
"app/cronjob/trailingTrade/step/__tests__/place-buy-order.test.js","IdenticalTestDescription","[{""startLine"":2556,""endLine"":2567}]",33,22
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":277,""endLine"":282}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":377,""endLine"":379}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":474,""endLine"":487}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":489,""endLine"":494}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":591,""endLine"":605}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":611,""endLine"":613}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":705,""endLine"":718}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":720,""endLine"":725}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":822,""endLine"":836}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":842,""endLine"":844}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":1031,""endLine"":1044}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":1046,""endLine"":1051}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":1145,""endLine"":1159}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":1165,""endLine"":1167}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":1259,""endLine"":1272}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":1274,""endLine"":1279}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":1373,""endLine"":1387}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","AnonymousTest","[{""startLine"":1393,""endLine"":1395}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","GeneralFixture","[{""startLine"":880,""endLine"":880}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","GeneralFixture","[{""startLine"":1438,""endLine"":1438}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","GeneralFixture","[{""startLine"":1440,""endLine"":1473}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":177,""endLine"":179}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":181,""endLine"":183}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":185,""endLine"":215}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":284,""endLine"":307}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":369,""endLine"":371}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":373,""endLine"":375}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":381,""endLine"":412}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":489,""endLine"":494}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":504,""endLine"":532}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":591,""endLine"":605}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":607,""endLine"":609}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":611,""endLine"":613}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":615,""endLine"":643}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":705,""endLine"":718}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":720,""endLine"":725}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":727,""endLine"":729}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":731,""endLine"":733}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":735,""endLine"":763}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":822,""endLine"":836}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":838,""endLine"":840}]",53,23
"app/cronjob/trailingTrade/step/__tests__/handle-open-orders.test.js","IdenticalTestDescription","[{""startLine"":842,""endLine"":844}]",53,23
